,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH601838,0.1741000774496235,1.0,-0.012195051,0.18629512816602364,0.18629512816602364,SH601838,成都银行,2026-03-17,0.34416142,0.34529328
1,1,SH600900,0.1683870782447629,1.0,-0.0011597276,0.16954680581815768,0.16954680581815768,SH600900,长江电力,2026-03-17,10.271844,10.342108
2,2,SH600023,0.1672068726659338,1.0,0.0,0.1672068726659338,0.1672068726659338,SH600023,浙能电力,2026-03-17,0.27696615,0.28102428
3,3,SH601169,0.1450396353977975,1.0,-0.007380128,0.1524197633045968,0.1524197633045968,SH601169,北京银行,2026-03-17,0.2595911,0.26047873
4,4,SH600690,0.1407270698369351,1.0,-0.015630186,0.15635725544103055,0.15635725544103055,SH600690,海尔智家,2026-03-17,23.440514,23.422066
5,5,SH601939,0.1400036870103043,1.0,0.011723876,0.12827981101085362,0.12827981101085362,SH601939,建设银行,2026-03-17,0.7878988,0.80039644
6,6,SH603195,0.1347100038758267,1.0,-0.012066126,0.1467761297455777,0.1467761297455777,SH603195,公牛集团,2026-03-17,0.06876543,0.06871437
7,7,SH601668,0.1333136910941452,1.0,-0.0058285,0.13914219088815155,0.13914219088815155,SH601668,中国建筑,2026-03-17,0.6685119,0.6699683
8,8,SH601229,0.1299032892632564,1.0,-0.0007997751,0.13070306438685259,0.13070306438685259,SH601229,上海银行,2026-03-17,0.21528958,0.2168874
9,9,SH601006,0.1292377645509893,1.0,0.0036022663,0.12563549823934378,0.12563549823934378,SH601006,大秦铁路,2026-03-17,1.2043189,1.2152865
10,10,SH600660,0.1284819420445609,1.0,-0.022165418,0.1506473597157645,0.1506473597157645,SH600660,福耀玻璃,2026-03-17,205.64857,203.72525
11,11,SH600919,0.128466435101309,1.0,-0.0038356185,0.13230205359725017,0.13230205359725017,SH600919,江苏银行,2026-03-17,0.37439105,0.37735134
12,12,SZ000999,0.1220803784311769,1.0,-0.0057789087,0.12785928716073014,0.12785928716073014,,,2026-03-17,0.68463683,0.68910867
13,13,SH601818,0.1175194429110547,1.0,-0.005797088,0.12331653105726442,0.12331653105726442,SH601818,光大银行,2026-03-17,1.067313,1.0709682
14,14,SH601328,0.1162731382555544,1.0,-0.001599133,0.11787227127023335,0.11787227127023335,SH601328,交通银行,2026-03-17,0.27862558,0.28056037
15,15,SH600941,0.1147254281104289,1.0,0.008277774,0.10644765425331221,0.10644765425331221,SH600941,中国移动,2026-03-17,0.042788092,0.043268923
16,16,SH600027,0.1101921329355385,1.0,-0.001668036,0.11186016891957781,0.11186016891957781,SH600027,华电国际,2026-03-17,1.3513991,1.367571
17,17,SH600036,0.1062664867280011,1.0,-0.003786683,0.11005316981058166,0.11005316981058166,SH600036,招商银行,2026-03-17,14.764666,14.808181
18,18,SZ000538,0.1060114386308418,1.0,-0.0022819042,0.10829334285142285,0.10829334285142285,,,2026-03-17,75.77779,76.07165
19,19,SZ000983,0.1058329171911396,1.0,0.0,0.1058329171911396,0.1058329171911396,,,2026-03-17,8.027383,8.178186
20,20,SH600048,0.1036618997956297,1.0,-0.018868983,0.12253088258753034,0.12253088258753034,SH600048,保利发展,2026-03-17,10.864978,10.847869
21,21,SH600016,0.1015848469336986,1.0,-0.012753487,0.11433833356699938,0.11433833356699938,SH600016,民生银行,2026-03-17,15.286588,15.326746
22,22,SZ002371,0.0953779503077409,1.0,-0.0017713904,0.09714934074582074,0.09714934074582074,,,2026-03-17,5.540185,5.57303
