,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH600522,0.1962997878443063,0.8666666666666667,-0.023338437,0.2196382249246896,0.2196382249246896,SH600522,中天科技,2026-03-19,14.198752,14.292907
1,1,SZ300394,0.1376833252637656,0.6,-0.04330212,0.18098544404199435,0.18098544404199435,,,2026-03-19,32.315678,32.004894
2,2,SH600875,0.1283308949285005,0.6,-0.034675658,0.16300655267767653,0.16300655267767653,SH600875,东方电气,2026-03-19,7.330531,7.320791
3,3,SZ000630,0.1257478560785552,0.9333333333333332,-0.062092602,0.18784045833151541,0.18784045833151541,,,2026-03-19,22.220274,21.958733
4,4,SH600115,0.1225750018401074,0.8666666666666667,-0.069883525,0.1924585272116589,0.1924585272116589,SH600115,中国东航,2026-03-19,0.5239807,0.514846
5,5,SH603993,0.122022997015719,0.8,-0.060324848,0.18234784471393067,0.18234784471393067,SH603993,洛阳钼业,2026-03-19,2.568073,2.5421343
6,6,SH600029,0.1210504211006098,0.9333333333333332,-0.052953124,0.1740035451469355,0.1740035451469355,SH600029,南方航空,2026-03-19,1.1101552,1.090771
7,7,SH600188,0.1202040059671103,0.6,-0.014270306,0.1344743116006552,0.1344743116006552,SH600188,兖矿能源,2026-03-19,36.45068,38.07568
8,8,SH600176,0.1194962760300882,0.8666666666666667,0.034423947,0.08507232869579864,0.08507232869579864,SH600176,中国巨石,2026-03-19,209.70317,221.2706
9,9,SZ002493,0.1179272962049287,0.8,-0.0017539859,0.11968128208673412,0.11968128208673412,,,2026-03-19,0.6903765,0.7099302
10,10,SH600362,0.103674772419454,0.9333333333333332,-0.05657631,0.16025108400774135,0.16025108400774135,SH600362,江西铜业,2026-03-19,7.06356,6.983275
11,11,SH600489,0.1020303899459327,1.0,-0.08319408,0.18522446696085582,0.18522446696085582,SH600489,中金黄金,2026-03-19,59.397003,56.89318
12,12,SH603799,0.1020205123228363,0.8666666666666667,-0.030973434,0.13299394677107848,0.13299394677107848,SH603799,华友钴业,2026-03-19,7.964208,8.127046
13,13,SH600482,0.0924517560332112,1.0,-0.050902367,0.1433541226713948,0.1433541226713948,SH600482,中国动力,2026-03-19,6.738502,6.712894
14,14,SH601877,0.0805442304700945,0.8,-0.009114206,0.08965843630734426,0.08965843630734426,SH601877,正泰电器,2026-03-19,0.1692561,0.17404228
15,15,SZ002001,0.074163241324772,0.8666666666666667,0.010805726,0.06335751527344144,0.06335751527344144,,,2026-03-19,119.73013,121.828285
16,16,SH600941,0.0692248537872844,1.0,-0.030976474,0.10020132807241013,0.10020132807241013,SH600941,中国移动,2026-03-19,0.04212038,0.041860852
17,17,SZ300251,0.0687188606809674,0.7333333333333333,-0.0502671,0.11898596101513488,0.11898596101513488,,,2026-03-19,2.0869808,2.0452545
18,18,SH600919,0.0664833476040317,0.9333333333333332,-0.042904258,0.10938760537838473,0.10938760537838473,SH600919,江苏银行,2026-03-19,0.3728917,0.3704058
19,19,SH600025,0.0653673917242639,1.0,-0.017460346,0.08282773794618772,0.08282773794618772,SH600025,华能水电,2026-03-19,1.5942494,1.6024817
20,20,SH601229,0.0634141379262422,0.9333333333333332,-0.024475515,0.08788965281500563,0.08788965281500563,SH601229,上海银行,2026-03-19,0.21344298,0.21292031
21,21,SH600010,0.0624194633616258,1.0,-0.027647555,0.09006701823604596,0.09006701823604596,SH600010,包钢股份,2026-03-19,4.3771873,4.41085
22,22,SH600219,0.0620741860828249,0.8666666666666667,-0.040093422,0.10216760801886006,0.10216760801886006,SH600219,南山铝业,2026-03-19,3.1227376,3.1065192
23,23,SH605117,0.0604730626457595,0.8,-0.026363015,0.08683607782062522,0.08683607782062522,SH605117,德业股份,2026-03-19,1.8899904,1.9073391
24,24,SH600023,0.0591429194475379,0.9333333333333332,-0.033149183,0.09229210224401617,0.09229210224401617,SH600023,浙能电力,2026-03-19,0.27544436,0.27442983
25,25,SH601888,0.058378061609412,0.7333333333333333,-0.019833863,0.07821192439093666,0.07821192439093666,SH601888,中国中免,2026-03-19,1.3302892,1.3292925
26,26,SH601328,0.0550986040680462,0.8,-0.035125017,0.0902236212341839,0.0902236212341839,SH601328,交通银行,2026-03-19,0.2791129,0.2784822
27,27,SH601018,0.0537243082696977,1.0,-0.041594446,0.09531875397511153,0.09531875397511153,SH601018,宁波港,2026-03-19,0.6340419,0.627451
28,28,SH600036,0.0532933857532626,0.9333333333333332,-0.026892722,0.08018610740624721,0.08018610740624721,SH600036,招商银行,2026-03-19,14.700889,14.683165
29,29,SH600026,0.0521973655071006,0.5333333333333333,0.0024764538,0.04972091172597267,0.04972091172597267,SH600026,中远海能,2026-03-19,4.2664156,4.4802837
30,30,SH600900,0.0503915469456862,1.0,-0.016205668,0.06659721539508806,0.06659721539508806,SH600900,长江电力,2026-03-19,10.229857,10.259605
31,31,SZ000538,0.0488093100451152,1.0,-0.031725764,0.08053507431971237,0.08053507431971237,,,2026-03-19,75.61813,74.77819
32,32,SZ000895,0.0485727786777553,0.9333333333333332,-0.037460625,0.08603340384941668,0.08603340384941668,,,2026-03-19,65.55569,64.929596
33,33,SH601009,0.0483423872854752,0.9333333333333332,-0.044000924,0.09234331091905064,0.09234331091905064,SH601009,南京银行,2026-03-19,1.5959209,1.5888176
34,34,SZ002384,0.0483327694326135,0.6666666666666666,-0.09331292,0.14164568857247556,0.14164568857247556,,,2026-03-19,1.3787582,1.3531008
35,35,SZ300750,0.0477806280011732,0.9333333333333332,-0.026655316,0.07443594435401743,0.07443594435401743,,,2026-03-19,1.1610782,1.1733433
36,36,SH688223,0.0476291267624788,0.6,-0.012690365,0.060319492076962446,0.060319492076962446,SH688223,晶科能源,2026-03-19,0.07330994,0.07587446
37,37,SH601166,0.0474614397097874,1.0,-0.02922374,0.07668517981064799,0.07668517981064799,SH601166,兴业银行,2026-03-19,1.2971146,1.2882657
38,38,SZ000651,0.0469795083066696,0.8666666666666667,-0.033490956,0.08047046413628997,0.08047046413628997,,,2026-03-19,475.34378,469.49777
39,39,SH601600,0.0464330531711285,0.7333333333333333,-0.041368306,0.08780135885426449,0.08780135885426449,SH601600,中国铝业,2026-03-19,0.039997093,0.03981073
40,40,SH601658,0.0461513810173017,1.0,-0.03343022,0.07958159971389595,0.07958159971389595,SH601658,邮储银行,2026-03-19,0.29782405,0.29796776
41,41,SH601816,0.0460828474092875,0.8666666666666667,-0.03656304,0.08264588623527627,0.08264588623527627,SH601816,京沪高铁,2026-03-19,0.12876248,0.12849778
42,42,SH601988,0.0457766078517521,0.8666666666666667,-0.021769702,0.0675463102862919,0.0675463102862919,SH601988,中国银行,2026-03-19,2.562064,2.5574605
43,43,SH603195,0.0452595419336983,0.8666666666666667,-0.037381172,0.08264071411387408,0.08264071411387408,SH603195,公牛集团,2026-03-19,0.067709535,0.06720177
44,44,SH688396,0.045181010769898,0.7333333333333333,-0.047958136,0.0931391463747564,0.0931391463747564,SH688396,华润微,2026-03-19,0.027406387,0.027213626
45,45,SH601868,0.0451228997790386,0.8,0.005988002,0.039134897955613306,0.039134897955613306,SH601868,中国能建,2026-03-19,0.46533778,0.48264486
46,46,SH601111,0.0444944825801626,0.6666666666666666,-0.0478037,0.09229818255040796,0.09229818255040796,SH601111,中国国航,2026-03-19,1.1303662,1.1108843
47,47,SH601006,0.0443383591021829,0.9333333333333332,-0.009971499,0.0543098585452371,0.0543098585452371,SH601006,大秦铁路,2026-03-19,1.2183205,1.2307059
48,48,SH600027,0.0434861990237736,1.0,-0.020850778,0.0643369766498112,0.0643369766498112,SH600027,华电国际,2026-03-19,1.3513991,1.3596556
49,49,SH600600,0.0431970873896549,0.9333333333333332,-0.028350472,0.07154755983991125,0.07154755983991125,SH600600,青岛啤酒,2026-03-19,2.7097807,2.6895366
50,50,SH601077,0.041141910203516,0.7333333333333333,-0.028155267,0.06929717744213294,0.06929717744213294,SH601077,渝农商行,2026-03-19,0.17140281,0.17192
51,51,SH601916,0.0410389164393546,1.0,-0.0373832,0.07842211517745275,0.07842211517745275,SH601916,浙商银行,2026-03-19,0.24000278,0.23911543
52,52,SH600547,0.0400706191664783,0.8666666666666667,-0.06675726,0.10682788091956058,0.10682788091956058,SH600547,山东黄金,2026-03-19,174.19946,168.32187
53,53,SZ000301,0.0392958480052208,0.6,-0.04064721,0.0799430566958641,0.0799430566958641,,,2026-03-19,0.34655648,0.34603512
54,54,SH688169,0.0386674227500002,0.6666666666666666,-0.028325975,0.06699339769125387,0.06699339769125387,SH688169,石头科技,2026-03-19,0.008006432,0.007912786
55,55,SH601021,0.0376532782824075,0.7333333333333333,-0.064106464,0.10175974266839383,0.10175974266839383,SH601021,春秋航空,2026-03-19,0.30854312,0.30423614
56,56,SH601838,0.0375901998707897,0.7333333333333333,-0.026402712,0.06399291173907584,0.06399291173907584,SH601838,成都银行,2026-03-19,0.3390504,0.3368186
57,57,SH601898,0.0373598024405094,0.7333333333333333,-0.0047988296,0.04215863199602087,0.04215863199602087,SH601898,中煤能源,2026-03-19,0.0805194,0.08417211
58,58,SH600050,0.0364276958538036,0.8666666666666667,-0.047398806,0.08382650147208973,0.08382650147208973,SH600050,中国联通,2026-03-19,1.9368483,1.9142276
59,59,SH601818,0.0363807904319977,1.0,-0.030882359,0.06726314898302309,0.06726314898302309,SH601818,光大银行,2026-03-19,1.0524024,1.0515459
60,60,SH600905,0.0355030442471721,0.8666666666666667,-0.008714497,0.044217541336558086,0.044217541336558086,SH600905,三峡能源,2026-03-19,0.33343464,0.33684003
61,61,SH600233,0.0352426293273266,0.7333333333333333,-0.054325044,0.08956767348244746,0.08956767348244746,SH600233,圆通速递,2026-03-19,1.7746358,1.7399913
62,62,SH601169,0.0347666920373374,0.8666666666666667,-0.029213488,0.06398018013929663,0.06398018013929663,SH601169,北京银行,2026-03-19,0.25570378,0.25539342
63,63,SZ000807,0.0345752409600055,0.7333333333333333,-0.03802669,0.07260193144309876,0.07260193144309876,,,2026-03-19,41.461624,41.142643
64,64,SH688082,0.0345508461228991,0.6666666666666666,-0.03503245,0.06958329727570062,0.06958329727570062,SH688082,盛美上海,2026-03-19,0.009200384,0.009136553
65,65,SZ000338,0.0343781918355076,0.5333333333333333,-0.035108566,0.0694867581196873,0.0694867581196873,,,2026-03-19,3.0462773,3.0123355
66,66,SH600887,0.0342364306791032,0.8,-0.034102857,0.06833928779198772,0.06833928779198772,SH600887,伊利股份,2026-03-19,75.554214,75.09629
67,67,SH601939,0.0334002054622132,0.8,-0.023504257,0.05690446266436164,0.05690446266436164,SH601939,建设银行,2026-03-19,0.8004111,0.7994758
68,68,SZ300316,0.0332727101558307,0.5333333333333333,0.00086033344,0.03241237671314271,0.03241237671314271,,,2026-03-19,3.505791,3.6129932
69,69,SH600377,0.0331654720785574,0.9333333333333332,-0.036367774,0.06953324608826199,0.06953324608826199,SH600377,宁沪高速,2026-03-19,2.95919,2.9455762
70,70,SH600674,0.0315203475967957,0.8,-0.023069143,0.054589490892083786,0.054589490892083786,SH600674,川投能源,2026-03-19,69.66188,69.88628
71,71,SH600018,0.0304236585686122,1.0,-0.03125006,0.06167371817325698,0.06167371817325698,SH600018,上港集团,2026-03-19,1.0170169,1.0151548
72,72,SZ002049,0.0294351852301791,0.4666666666666667,-0.055149794,0.08458497885505703,0.08458497885505703,,,2026-03-19,56.730125,55.633015
73,73,SH601728,0.0291346847434979,0.6,-0.025000036,0.05413472050628476,0.05413472050628476,SH601728,中国电信,2026-03-19,0.23377398,0.23232006
74,74,SH601899,0.0288516585990556,0.6666666666666666,-0.03382206,0.06267371823040326,0.06267371823040326,SH601899,紫金矿业,2026-03-19,0.77385604,0.766253
75,75,SZ003816,0.0283431019089969,0.8,0.020833373,0.0075097288392337175,0.0075097288392337175,,,2026-03-19,0.43496242,0.44778603
76,76,SH601668,0.0270710618204325,0.9333333333333332,-0.028740525,0.055811587066099004,0.055811587066099004,SH601668,中国建筑,2026-03-19,0.6590431,0.6568699
77,77,SH601236,0.0267058969360346,0.8666666666666667,-0.03112036,0.05782625683364813,0.05782625683364813,SH601236,红塔证券,2026-03-19,0.46375012,0.45956194
78,78,SH600066,0.0266319532366497,0.5333333333333333,0.030175805,-0.0035438518552082104,0.0035438518552082104,SH600066,宇通客车,2026-03-19,223.78401,232.44562
