,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-03-20,SH600000,-0.004983814422274387,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260321_15,9baf1fb738264c528c80fc34061ba37d,0.055,,,
1,2026-03-20,SZ000063,0.002982062054798007,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
2,2026-03-20,SZ000100,-0.02259690873324871,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
3,2026-03-20,SZ000157,0.06308015435934067,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
4,2026-03-20,SZ000166,-0.009734916500747204,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
5,2026-03-20,SZ000301,0.06878906488418579,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
6,2026-03-20,SZ000333,-0.018334532156586647,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
7,2026-03-20,SZ000338,-0.027541236951947212,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
8,2026-03-20,SZ000408,-0.014909951016306877,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
9,2026-03-20,SZ000425,-0.03058982454240322,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
10,2026-03-20,SZ000538,0.10062661021947861,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
11,2026-03-20,SZ000568,-0.043211545795202255,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
12,2026-03-20,SZ000596,0.044125109910964966,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
13,2026-03-20,SZ000002,-0.01821846514940262,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
14,2026-03-20,SZ000617,-0.05874737352132797,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
15,2026-03-20,SZ000630,0.03322535380721092,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
16,2026-03-20,SZ000651,0.04680905118584633,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
17,2026-03-20,SZ000661,-0.09990009665489197,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
18,2026-03-20,SZ000708,0.06970231980085373,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
19,2026-03-20,SZ000725,-0.003640783252194524,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
20,2026-03-20,SZ000768,0.018464012071490288,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
21,2026-03-20,SZ000776,0.0628589540719986,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
22,2026-03-20,SZ000786,0.009619028307497501,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
23,2026-03-20,SZ000792,-0.024871470406651497,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
24,2026-03-20,SZ000807,0.04109616577625275,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
25,2026-03-20,SZ000858,-0.050343066453933716,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
26,2026-03-20,SZ000876,0.009291814640164375,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
27,2026-03-20,SZ000625,-0.07155148684978485,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
28,2026-03-20,SZ000895,0.05971123278141022,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
29,2026-03-20,SZ000001,0.03765779361128807,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
30,2026-03-20,SH688506,-0.05761982128024101,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
31,2026-03-20,SH603369,0.01821948029100895,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
32,2026-03-20,SH603392,0.037062518298625946,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260321_13,9eeb9c74076c426193eb915658f68fa2,0.076,,,
